,date,title,stage,team1,team2,win,top1,jg1,mid1,adc1,sup1,top2,jg2,mid2,adc2,sup2
204,2021.06.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,8일차 2경기 3세트,NS RED FORCE,Gen.G eSports,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
205,2021.06.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,8일차 2경기 2세트,NS RED FORCE,Gen.G eSports,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
206,2021.06.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,8일차 2경기 1세트,NS RED FORCE,Gen.G eSports,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
207,2021.06.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,8일차 1경기 2세트,Hanwha Life Esports,Liiv Sandbox,L,HLE DuDu,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
208,2021.06.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,8일차 1경기 1세트,Liiv Sandbox,Hanwha Life Esports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,HLE DuDu,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
209,2021.06.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,7일차 2경기 2세트,Afreeca Freecs,DWG KIA,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL
210,2021.06.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,7일차 2경기 1세트,DWG KIA,Afreeca Freecs,W,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
211,2021.06.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,7일차 1경기 2세트,Fredit BRION,T1,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
212,2021.06.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,7일차 1경기 1세트,T1,Fredit BRION,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
213,2021.06.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,6일차 2경기 3세트,kt Rolster,Gen.G eSports,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
214,2021.06.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,6일차 2경기 2세트,kt Rolster,Gen.G eSports,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
215,2021.06.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,6일차 2경기 1세트,kt Rolster,Gen.G eSports,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
216,2021.06.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,6일차 1경기 3세트,NS RED FORCE,DRX,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
217,2021.06.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,6일차 1경기 2세트,DRX,NS RED FORCE,W,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
218,2021.06.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,6일차 1경기 1세트,NS RED FORCE,DRX,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
219,2021.06.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,5일차 2경기 2세트,Afreeca Freecs,DRX,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
220,2021.06.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,5일차 2경기 1세트,DRX,Afreeca Freecs,L,DRX Destroy,DRX Pyosik,DRX Kingen,DRX BAO,DRX Becca,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
221,2021.06.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,5일차 1경기 2세트,DWG KIA,kt Rolster,L,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
222,2021.06.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,5일차 1경기 1세트,kt Rolster,DWG KIA,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
223,2021.06.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,4일차 2경기 2세트,Hanwha Life Esports,Gen.G eSports,L,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
224,2021.06.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,4일차 2경기 1세트,Hanwha Life Esports,Gen.G eSports,L,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
225,2021.06.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,4일차 1경기 3세트,Liiv Sandbox,NS RED FORCE,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
226,2021.06.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,4일차 1경기 2세트,NS RED FORCE,Liiv Sandbox,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
227,2021.06.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,4일차 1경기 1세트,NS RED FORCE,Liiv Sandbox,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
228,2021.06.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,3일차 2경기 3세트,DWG KIA,T1,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
229,2021.06.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,3일차 2경기 2세트,T1,DWG KIA,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
230,2021.06.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,3일차 2경기 1세트,DWG KIA,T1,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
231,2021.06.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,3일차 1경기 3세트,Fredit BRION,Afreeca Freecs,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
232,2021.06.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,3일차 1경기 2세트,Afreeca Freecs,Fredit BRION,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
233,2021.06.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,3일차 1경기 1세트,Afreeca Freecs,Fredit BRION,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
234,2021.06.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,2일차 2경기 3세트,Gen.G eSports,DRX,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
235,2021.06.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,2일차 2경기 2세트,DRX,Gen.G eSports,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
236,2021.06.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,2일차 2경기 1세트,Gen.G eSports,DRX,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
237,2021.06.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,2일차 1경기 3세트,kt Rolster,NS RED FORCE,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
238,2021.06.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,2일차 1경기 2세트,NS RED FORCE,kt Rolster,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus
239,2021.06.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,2일차 1경기 1세트,kt Rolster,NS RED FORCE,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
240,2021.06.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,1일차 2경기 2세트,Hanwha Life Esports,T1,L,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
241,2021.06.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,1일차 2경기 1세트,T1,Hanwha Life Esports,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
242,2021.06.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,1일차 1경기 2세트,Liiv Sandbox,Fredit BRION,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
243,2021.06.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,1일차 1경기 1세트,Fredit BRION,Liiv Sandbox,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
244,2021.04.11,2021 LCK 스프링 포스트 시즌,결승전 3세트,Gen.G eSports,DWG KIA,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
245,2021.04.11,2021 LCK 스프링 포스트 시즌,결승전 2세트,Gen.G eSports,DWG KIA,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
246,2021.04.11,2021 LCK 스프링 포스트 시즌,결승전 1세트,DWG KIA,Gen.G eSports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
247,2021.04.04,2021 LCK 스프링 포스트 시즌,플레이오프 2라운드 2경기 3세트,T1,Gen.G eSports,L,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
248,2021.04.04,2021 LCK 스프링 포스트 시즌,플레이오프 2라운드 2경기 2세트,Gen.G eSports,T1,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
249,2021.04.04,2021 LCK 스프링 포스트 시즌,플레이오프 2라운드 2경기 1세트,T1,Gen.G eSports,L,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
250,2021.04.03,2021 LCK 스프링 포스트 시즌,플레이오프 2라운드 1경기 3세트,DWG KIA,Hanwha Life Esports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,HLE Morgan,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta
251,2021.04.03,2021 LCK 스프링 포스트 시즌,플레이오프 2라운드 1경기 2세트,Hanwha Life Esports,DWG KIA,L,HLE Morgan,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
252,2021.04.03,2021 LCK 스프링 포스트 시즌,플레이오프 2라운드 1경기 1세트,DWG KIA,Hanwha Life Esports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
253,2021.04.01,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 2경기 4세트,DRX,T1,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
254,2021.04.01,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 2경기 3세트,T1,DRX,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
255,2021.04.01,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 2경기 2세트,DRX,T1,W,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
256,2021.04.01,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 2경기 1세트,T1,DRX,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
257,2021.03.31,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 1경기 5세트,Hanwha Life Esports,NS RED FORCE,W,HLE Morgan,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
258,2021.03.31,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 1경기 4세트,NS RED FORCE,Hanwha Life Esports,W,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
259,2021.03.31,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 1경기 3세트,Hanwha Life Esports,NS RED FORCE,W,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
260,2021.03.31,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 1경기 2세트,Hanwha Life Esports,NS RED FORCE,L,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
261,2021.03.31,2021 LCK 스프링 포스트 시즌,플레이오프 1라운드 1경기 1세트,Hanwha Life Esports,NS RED FORCE,W,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
262,2021.03.28,2021 LoL 챔피언스 코리아 스프링 정규 시즌,45일차 2경기 3세트,Liiv Sandbox,DRX,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
263,2021.03.28,2021 LoL 챔피언스 코리아 스프링 정규 시즌,45일차 2경기 2세트,DRX,Liiv Sandbox,W,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
264,2021.03.28,2021 LoL 챔피언스 코리아 스프링 정규 시즌,45일차 2경기 1세트,Liiv Sandbox,DRX,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
265,2021.03.28,2021 LoL 챔피언스 코리아 스프링 정규 시즌,45일차 1경기 2세트,T1,Hanwha Life Esports,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
266,2021.03.28,2021 LoL 챔피언스 코리아 스프링 정규 시즌,45일차 1경기 1세트,Hanwha Life Esports,T1,L,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
267,2021.03.27,2021 LoL 챔피언스 코리아 스프링 정규 시즌,44일차 2경기 2세트,Fredit BRION,NS RED FORCE,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
268,2021.03.27,2021 LoL 챔피언스 코리아 스프링 정규 시즌,44일차 2경기 1세트,NS RED FORCE,Fredit BRION,W,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
269,2021.03.27,2021 LoL 챔피언스 코리아 스프링 정규 시즌,44일차 1경기 3세트,DWG KIA,kt Rolster,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus
270,2021.03.27,2021 LoL 챔피언스 코리아 스프링 정규 시즌,44일차 1경기 2세트,kt Rolster,DWG KIA,L,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
271,2021.03.27,2021 LoL 챔피언스 코리아 스프링 정규 시즌,44일차 1경기 1세트,DWG KIA,kt Rolster,L,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus
272,2021.03.26,2021 LoL 챔피언스 코리아 스프링 정규 시즌,43일차 2경기 2세트,Liiv Sandbox,Afreeca Freecs,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,AF Kiin,AF Dread,AF Fly,AF Bang,AF Lehends
273,2021.03.26,2021 LoL 챔피언스 코리아 스프링 정규 시즌,43일차 2경기 1세트,Afreeca Freecs,Liiv Sandbox,W,AF Kiin,AF Dread,AF Fly,AF Bang,AF Lehends,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
274,2021.03.26,2021 LoL 챔피언스 코리아 스프링 정규 시즌,43일차 1경기 2세트,Gen.G eSports,DRX,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
275,2021.03.26,2021 LoL 챔피언스 코리아 스프링 정규 시즌,43일차 1경기 1세트,DRX,Gen.G eSports,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
276,2021.03.25,2021 LoL 챔피언스 코리아 스프링 정규 시즌,42일차 2경기 3세트,kt Rolster,NS RED FORCE,W,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
277,2021.03.25,2021 LoL 챔피언스 코리아 스프링 정규 시즌,42일차 2경기 2세트,NS RED FORCE,kt Rolster,L,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus
278,2021.03.25,2021 LoL 챔피언스 코리아 스프링 정규 시즌,42일차 2경기 1세트,kt Rolster,NS RED FORCE,L,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
279,2021.03.25,2021 LoL 챔피언스 코리아 스프링 정규 시즌,42일차 1경기 2세트,Hanwha Life Esports,Fredit BRION,W,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,BRO Hoya,BRO UmTi,BRO Yaharong,BRO Hena,BRO Delight
280,2021.03.25,2021 LoL 챔피언스 코리아 스프링 정규 시즌,42일차 1경기 1세트,Fredit BRION,Hanwha Life Esports,L,BRO Hoya,BRO UmTi,BRO Yaharong,BRO Hena,BRO Delight,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
281,2021.03.21,2021 LoL 챔피언스 코리아 스프링 정규 시즌,41일차 2경기 3세트,T1,Afreeca Freecs,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,AF Kiin,AF Dread,AF Fly,AF Bang,AF Lehends
282,2021.03.21,2021 LoL 챔피언스 코리아 스프링 정규 시즌,41일차 2경기 2세트,Afreeca Freecs,T1,W,AF Kiin,AF Dread,AF Fly,AF Bang,AF Lehends,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
283,2021.03.21,2021 LoL 챔피언스 코리아 스프링 정규 시즌,41일차 2경기 1세트,T1,Afreeca Freecs,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,AF Kiin,AF Dread,AF Fly,AF Bang,AF Lehends
284,2021.03.21,2021 LoL 챔피언스 코리아 스프링 정규 시즌,41일차 1경기 2세트,DWG KIA,DRX,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
285,2021.03.21,2021 LoL 챔피언스 코리아 스프링 정규 시즌,41일차 1경기 1세트,DRX,DWG KIA,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
286,2021.03.20,2021 LoL 챔피언스 코리아 스프링 정규 시즌,40일차 2경기 3세트,kt Rolster,Gen.G eSports,L,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
287,2021.03.20,2021 LoL 챔피언스 코리아 스프링 정규 시즌,40일차 2경기 2세트,Gen.G eSports,kt Rolster,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus
288,2021.03.20,2021 LoL 챔피언스 코리아 스프링 정규 시즌,40일차 2경기 1세트,kt Rolster,Gen.G eSports,W,KT Doran,KT GIDEON,KT Dove,KT Noah,KT Zzus,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
289,2021.03.20,2021 LoL 챔피언스 코리아 스프링 정규 시즌,40일차 1경기 2세트,Fredit BRION,Liiv Sandbox,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
290,2021.03.20,2021 LoL 챔피언스 코리아 스프링 정규 시즌,40일차 1경기 1세트,Liiv Sandbox,Fredit BRION,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
291,2021.03.19,2021 LoL 챔피언스 코리아 스프링 정규 시즌,39일차 2경기 2세트,DRX,T1,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
292,2021.03.19,2021 LoL 챔피언스 코리아 스프링 정규 시즌,39일차 2경기 1세트,T1,DRX,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
293,2021.03.19,2021 LoL 챔피언스 코리아 스프링 정규 시즌,39일차 1경기 2세트,NS RED FORCE,Afreeca Freecs,W,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin,AF Kiin,AF Dread,AF Fly,AF Bang,AF Lehends
294,2021.03.19,2021 LoL 챔피언스 코리아 스프링 정규 시즌,39일차 1경기 1세트,Afreeca Freecs,NS RED FORCE,L,AF Kiin,AF Dread,AF Fly,AF Bang,AF MapSSi,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
295,2021.03.18,2021 LoL 챔피언스 코리아 스프링 정규 시즌,38일차 2경기 2세트,kt Rolster,Hanwha Life Esports,L,KT Doran,KT GIDEON,KT Ucal,KT Noah,KT Zzus,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
296,2021.03.18,2021 LoL 챔피언스 코리아 스프링 정규 시즌,38일차 2경기 1세트,Hanwha Life Esports,kt Rolster,W,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,KT Doran,KT GIDEON,KT Ucal,KT HyBrid,KT Zzus
297,2021.03.18,2021 LoL 챔피언스 코리아 스프링 정규 시즌,38일차 1경기 3세트,Gen.G eSports,DWG KIA,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
298,2021.03.18,2021 LoL 챔피언스 코리아 스프링 정규 시즌,38일차 1경기 2세트,DWG KIA,Gen.G eSports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
299,2021.03.18,2021 LoL 챔피언스 코리아 스프링 정규 시즌,38일차 1경기 1세트,Gen.G eSports,DWG KIA,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
300,2021.03.14,2021 LoL 챔피언스 코리아 스프링 정규 시즌,37일차 2경기 2세트,NS RED FORCE,DWG KIA,L,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
301,2021.03.14,2021 LoL 챔피언스 코리아 스프링 정규 시즌,37일차 2경기 1세트,DWG KIA,NS RED FORCE,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,NS Rich,NS Peanut,NS Bay,NS deokdam,NS Kellin
302,2021.03.14,2021 LoL 챔피언스 코리아 스프링 정규 시즌,37일차 1경기 3세트,Liiv Sandbox,Hanwha Life Esports,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
303,2021.03.14,2021 LoL 챔피언스 코리아 스프링 정규 시즌,37일차 1경기 2세트,Hanwha Life Esports,Liiv Sandbox,L,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
304,2021.03.14,2021 LoL 챔피언스 코리아 스프링 정규 시즌,37일차 1경기 1세트,Liiv Sandbox,Hanwha Life Esports,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
